Time,WindPower
2009070100,0.40500000000000014
2009070200,0.30999999999999994
2009070300,4.2829999999999995
2009070400,8.237
2009070500,3.1069999999999993
2009070600,2.117
2009070700,4.973
2009070800,2.7110000000000003
2009070900,1.0899999999999999
2009071000,3.9570000000000003
2009071100,9.327000000000004
2009071200,8.697000000000001
2009071300,9.850999999999999
2009071400,6.252999999999999
2009071500,3.473
2009071600,6.688000000000001
2009071700,1.7369999999999997
2009071800,4.037
2009071900,4.849999999999999
2009072000,0.20500000000000007
2009072100,1.465
2009072200,2.596
2009072300,2.5239999999999996
2009072400,1.145
2009072500,3.209
2009072600,3.2019999999999995
2009072700,4.03
2009072800,9.229000000000001
2009072900,3.5679999999999996
2009073000,1.52
2009073100,2.435
2009080100,5.213
2009080200,6.736000000000001
2009080300,8.736999999999998
2009080400,11.018000000000002
2009080500,6.497000000000001
2009080600,3.6149999999999998
2009080700,3.3539999999999996
2009080800,2.696
2009080900,5.042
2009081000,3.8739999999999983
2009081100,1.43
2009081200,1.2049999999999994
2009081300,0.18000000000000005
2009081400,0.29500000000000004
2009081500,2.0200000000000005
2009081600,1.44
2009081700,7.3439999999999985
2009081800,8.385
2009081900,1.734
2009082000,7.329000000000001
2009082100,10.22
2009082200,1.8739999999999999
2009082300,1.9549999999999996
2009082400,0.7900000000000001
2009082500,6.921
2009082600,5.261000000000002
2009082700,1.798
2009082800,4.161
2009082900,8.045
2009083000,6.289999999999999
2009083100,0.6100000000000001
2009090100,0.22500000000000003
2009090200,0.0
2009090300,0.0
2009090400,0.34
2009090500,0.25
2009090600,0.8600000000000001
2009090700,2.01
2009090800,0.9250000000000002
2009090900,2.48
2009091000,3.4700000000000006
2009091100,2.805
2009091200,1.4719999999999993
2009091300,4.4639999999999995
2009091400,5.705
2009091500,2.9659999999999997
2009091600,3.948000000000001
2009091700,1.3009999999999997
2009091800,7.218000000000001
2009091900,1.8239999999999996
2009092000,0.8850000000000002
2009092100,6.761999999999999
2009092200,4.841
2009092300,6.625000000000001
2009092400,1.7579999999999998
2009092500,3.412
2009092600,4.630000000000001
2009092700,1.76
2009092800,13.036
2009092900,16.583
2009093000,9.063
2009100100,2.9299999999999993
2009100200,6.5219999999999985
2009100300,6.539
2009100400,4.827999999999999
2009100500,9.761
2009100600,3.455
2009100700,18.082999999999995
2009100800,6.135
2009100900,1.984
2009101000,3.6619999999999995
2009101100,11.025000000000002
2009101200,1.934
2009101300,5.569
2009101400,2.4370000000000003
2009101500,6.388999999999999
2009101600,4.024
2009101700,1.3199999999999998
2009101800,1.4499999999999997
2009101900,12.085999999999999
2009102000,6.289999999999999
2009102100,0.41000000000000003
2009102200,11.958
2009102300,10.259000000000002
2009102400,7.548999999999998
2009102500,3.025
2009102600,1.18
2009102700,1.4399999999999997
2009102800,2.4499999999999997
2009102900,0.41000000000000003
2009103000,11.231
2009103100,19.113000000000003
2009110100,5.097999999999999
2009110200,3.0669999999999997
2009110300,6.7330000000000005
2009110400,0.67
2009110500,6.215
2009110600,2.5650000000000004
2009110700,15.722000000000001
2009110800,5.489999999999998
2009110900,14.128
2009111000,4.55
2009111100,3.9530000000000007
2009111200,3.588
2009111300,6.009999999999999
2009111400,9.805000000000001
2009111500,7.827000000000002
2009111600,5.073999999999999
2009111700,5.275
2009111800,7.785000000000001
2009111900,5.247999999999998
2009112000,10.107999999999999
2009112100,3.925
2009112200,0.04
2009112300,4.209
2009112400,1.3729999999999996
2009112500,4.135999999999999
2009112600,7.342
2009112700,3.245
2009112800,10.212
2009112900,1.4459999999999997
2009113000,5.348999999999999
2009120100,11.353
2009120200,7.991999999999998
2009120300,10.516999999999998
2009120400,12.157
2009120500,3.698
2009120600,9.568
2009120700,4.346
2009120800,1.701
2009120900,17.006999999999998
2009121000,18.058
2009121100,21.002999999999997
2009121200,14.365999999999998
2009121300,14.339999999999998
2009121400,1.6759999999999995
2009121500,0.37500000000000006
2009121600,3.376
2009121700,1.14
2009121800,1.4860000000000002
2009121900,3.2059999999999995
2009122000,1.7080000000000002
2009122100,1.4629999999999994
2009122200,2.0909999999999997
2009122300,8.236999999999998
2009122400,1.503
2009122500,8.187000000000001
2009122600,9.952000000000004
2009122700,3.9589999999999996
2009122800,9.736999999999998
2009122900,12.482999999999999
2009123000,7.099999999999998
2009123100,6.2669999999999995
2010010100,4.601999999999999
2010010200,14.284000000000002
2010010300,17.996000000000002
2010010400,12.071000000000002
2010010500,5.829
2010010600,1.4260000000000002
2010010700,0.030000000000000002
2010010800,1.614
2010010900,2.7600000000000007
2010011000,9.902000000000001
2010011100,9.190000000000003
2010011200,3.1180000000000008
2010011300,4.638999999999999
2010011400,8.828
2010011500,6.671000000000001
2010011600,7.206
2010011700,0.24000000000000005
2010011800,0.02
2010011900,0.045000000000000005
2010012000,0.6000000000000001
2010012100,1.082
2010012200,4.183000000000002
2010012300,5.0040000000000004
2010012400,11.493
2010012500,11.463000000000001
2010012600,10.966000000000001
2010012700,15.481
2010012800,14.080000000000002
2010012900,4.698
2010013000,0.47500000000000014
2010013100,7.416999999999999
2010020100,12.902
2010020200,3.0749999999999997
2010020300,3.349
2010020400,5.0969999999999995
2010020500,3.1129999999999995
2010020600,11.259
2010020700,8.027999999999999
2010020800,8.929
2010020900,1.0710000000000002
2010021000,10.005999999999998
2010021100,11.332000000000003
2010021200,7.408
2010021300,2.5039999999999996
2010021400,5.493
2010021500,1.7760000000000002
2010021600,0.075
2010021700,6.434000000000001
2010021800,1.582
2010021900,3.9269999999999996
2010022000,9.360999999999999
2010022100,4.495
2010022200,7.235
2010022300,1.8039999999999998
2010022400,0.38
2010022500,8.567
2010022600,16.542
2010022700,6.293
2010022800,5.220000000000001
2010030100,5.539
2010030200,2.2639999999999993
2010030300,2.861
2010030400,7.254
2010030500,6.015999999999998
2010030600,4.590999999999999
2010030700,9.520000000000003
2010030800,9.692
2010030900,5.603999999999998
2010031000,2.167
2010031100,5.823000000000001
2010031200,13.73
2010031300,20.197999999999993
2010031400,19.132999999999992
2010031500,8.830000000000002
2010031600,2.2739999999999996
2010031700,3.774
2010031800,9.928
2010031900,9.695
2010032000,3.1540000000000004
2010032100,0.05
2010032200,8.732
2010032300,9.486000000000002
2010032400,4.957
2010032500,9.727999999999998
2010032600,6.041
2010032700,2.4930000000000003
2010032800,5.398000000000002
2010032900,3.4859999999999998
2010033000,1.7229999999999999
2010033100,1.6030000000000002
2010040100,10.14
2010040200,11.703
2010040300,14.767000000000001
2010040400,10.31
2010040500,14.686
2010040600,3.709000000000001
2010040700,4.671
2010040800,9.243
2010040900,16.267
2010041000,10.084
2010041100,9.754000000000003
2010041200,2.493
2010041300,0.8000000000000003
2010041400,0.485
2010041500,4.198
2010041600,11.751
2010041700,16.632
2010041800,7.692999999999999
2010041900,5.433000000000001
2010042000,1.5359999999999994
2010042100,3.5269999999999997
2010042200,4.629999999999999
2010042300,1.4749999999999999
2010042400,3.5869999999999997
2010042500,12.837
2010042600,11.223000000000004
2010042700,17.003
2010042800,13.107
2010042900,7.066
2010043000,3.5060000000000002
2010050100,9.664000000000001
2010050200,9.813999999999998
2010050300,8.208999999999998
2010050400,9.277999999999999
2010050500,8.779000000000002
2010050600,10.941999999999998
2010050700,2.505
2010050800,16.320999999999998
2010050900,10.470000000000002
2010051000,2.7409999999999997
2010051100,7.503
2010051200,13.996000000000002
2010051300,8.659
2010051400,11.772000000000002
2010051500,9.898000000000001
2010051600,2.8639999999999994
2010051700,3.9179999999999997
2010051800,4.565
2010051900,1.5269999999999997
2010052000,5.477
2010052100,1.5250000000000004
2010052200,6.742
2010052300,1.3949999999999998
2010052400,1.3099999999999996
2010052500,0.8400000000000002
2010052600,0.36
2010052700,1.8469999999999998
2010052800,1.2799999999999998
2010052900,2.638
2010053000,0.8949999999999999
2010053100,2.179
2010060100,1.9220000000000004
2010060200,3.7190000000000007
2010060300,1.7120000000000002
2010060400,0.25
2010060500,4.117
2010060600,4.2010000000000005
2010060700,3.7909999999999995
2010060800,2.0859999999999994
2010060900,4.924999999999999
2010061000,4.024
2010061100,0.325
2010061200,3.5979999999999994
2010061300,1.25
2010061400,1.11
2010061500,3.2369999999999997
2010061600,12.323999999999998
2010061700,8.482
2010061800,3.5940000000000003
2010061900,8.216
2010062000,4.399000000000001
2010062100,1.93
2010062200,4.596
2010062300,5.492999999999999
2010062400,7.2940000000000005
2010062500,2.819999999999999
2010062600,3.775
2010062700,0.6759999999999999
2010062800,6.455
2010062900,11.994999999999997
2010063000,11.17
2010070100,5.484999999999999
2010070200,1.4819999999999995
2010070300,8.042
2010070400,8.659
2010070500,9.519
2010070600,2.901
2010070700,3.050999999999999
2010070800,1.572
2010070900,0.9700000000000001
2010071000,2.624
2010071100,1.4050000000000002
2010071200,2.2329999999999997
2010071300,0.395
2010071400,0.7500000000000002
2010071500,4.807000000000001
2010071600,9.447999999999999
2010071700,10.297999999999998
2010071800,4.284999999999999
2010071900,2.2230000000000003
2010072000,0.3
2010072100,6.014
2010072200,3.316
2010072300,6.075
2010072400,2.5039999999999996
2010072500,3.894
2010072600,3.862000000000001
2010072700,1.1700000000000002
2010072800,9.323
2010072900,4.0329999999999995
2010073000,1.9619999999999993
2010073100,0.005
2010080100,0.26000000000000006
2010080200,2.2450000000000006
2010080300,6.209
2010080400,5.444999999999999
2010080500,6.207
2010080600,5.595
2010080700,3.4420000000000006
2010080800,11.261
2010080900,3.5799999999999996
2010081000,0.525
2010081100,0.375
2010081200,1.8410000000000004
2010081300,2.7389999999999994
2010081400,4.819
2010081500,4.594
2010081600,5.827
2010081700,10.385
2010081800,1.5769999999999997
2010081900,7.354
2010082000,1.5859999999999994
2010082100,4.506999999999999
2010082200,0.565
2010082300,4.436
2010082400,3.2020000000000017
2010082500,2.3539999999999996
2010082600,5.523
2010082700,1.425
2010082800,6.124999999999999
2010082900,5.7219999999999995
2010083000,4.695999999999999
2010083100,5.329999999999999
2010090100,8.523000000000001
2010090200,1.0910000000000002
2010090300,9.327999999999998
2010090400,17.656000000000002
2010090500,11.037
2010090600,9.063
2010090700,14.537
2010090800,15.727000000000002
2010090900,9.783999999999997
2010091000,2.2260000000000004
2010091100,2.779
2010091200,3.32
2010091300,8.245000000000001
2010091400,6.784000000000001
2010091500,2.4440000000000004
2010091600,5.697
2010091700,2.2889999999999997
2010091800,6.674
2010091900,2.4990000000000006
2010092000,1.992
2010092100,12.115
2010092200,5.585999999999999
2010092300,3.4219999999999997
2010092400,17.284
2010092500,16.035999999999998
2010092600,0.635
2010092700,0.9000000000000001
2010092800,3.8829999999999996
2010092900,5.568999999999999
2010093000,3.36
2010100100,7.270999999999999
2010100200,0.93
2010100300,5.630999999999999
2010100400,3.0170000000000003
2010100500,3.6109999999999998
2010100600,3.5209999999999995
2010100700,11.208000000000002
2010100800,14.172000000000002
2010100900,5.143
2010101000,4.182
2010101100,2.0490000000000004
2010101200,2.1549999999999994
2010101300,2.391
2010101400,3.771
2010101500,10.405
2010101600,5.359000000000001
2010101700,9.964999999999998
2010101800,4.024
2010101900,6.198
2010102000,11.403
2010102100,7.454
2010102200,6.598999999999999
2010102300,3.8549999999999995
2010102400,3.8260000000000005
2010102500,8.759999999999998
2010102600,11.062
2010102700,21.233000000000004
2010102800,17.758999999999997
2010102900,6.136000000000001
2010103000,9.411000000000001
2010103100,8.100999999999997
2010110100,0.8560000000000001
2010110200,0.10500000000000001
2010110300,2.229
2010110400,3.0030000000000006
2010110500,7.101000000000001
2010110600,0.5900000000000001
2010110700,4.638
2010110800,1.9719999999999998
2010110900,1.8159999999999998
2010111000,2.569000000000001
2010111100,7.379
2010111200,1.3659999999999999
2010111300,1.185
2010111400,9.750000000000002
2010111500,11.066999999999998
2010111600,4.4239999999999995
2010111700,17.0
2010111800,4.855999999999999
2010111900,4.8469999999999995
2010112000,16.909999999999997
2010112100,8.341000000000001
2010112200,11.790999999999997
2010112300,19.225
2010112400,7.853999999999999
2010112500,11.96
2010112600,18.799000000000007
2010112700,17.575999999999993
2010112800,4.62
2010112900,6.563000000000001
2010113000,16.637
2010120100,10.689
2010120200,12.683999999999997
2010120300,2.4379999999999997
2010120400,2.69
2010120500,11.412
2010120600,14.443999999999999
2010120700,10.738999999999999
2010120800,7.348
2010120900,1.7449999999999994
2010121000,10.925000000000002
2010121100,5.079999999999999
2010121200,9.288
2010121300,15.426000000000002
2010121400,17.741000000000003
2010121500,9.677000000000001
2010121600,5.439
2010121700,0.6250000000000001
2010121800,0.6200000000000001
2010121900,0.0
2010122000,0.11499999999999999
2010122100,0.38500000000000006
2010122200,0.665
2010122300,2.953
2010122400,2.2990000000000004
2010122500,0.8650000000000003
2010122600,1.9880000000000002
2010122700,8.234
2010122800,9.237000000000002
2010122900,3.604
2010123000,2.3289999999999997
2010123100,14.504
2011010100,7.571999999999999
2011010400,3.309
2011010700,5.542000000000001
2011010800,7.128000000000002
2011011100,4.067
2011011400,0.8650000000000002
2011011500,6.184
2011011800,8.837000000000002
2011012100,8.128
2011012200,5.564
2011012500,1.8799999999999994
2011012800,1.257
2011012900,2.4870000000000005
2011020100,10.529
2011020400,16.729
2011020500,2.4949999999999997
2011020800,12.142000000000001
2011021100,9.499999999999998
2011021200,17.826
2011021500,11.934999999999999
2011021800,21.997999999999998
2011021900,8.093000000000002
2011022200,4.9159999999999995
2011022500,7.047
2011022600,8.51
2011030100,4.822
2011030400,9.453
2011030500,2.670000000000001
2011030800,2.47
2011031100,6.8580000000000005
2011031200,1.632
2011031500,7.603
2011031800,11.423000000000002
2011031900,9.882
2011032200,6.128000000000001
2011032500,3.276
2011032600,6.430000000000001
2011032900,5.752999999999998
2011040100,2.482
2011040200,11.421
2011040500,10.580999999999998
2011040800,2.491
2011040900,18.067
2011041200,10.918999999999999
2011041500,12.778000000000002
2011041600,10.119000000000003
2011041900,4.074
2011042200,6.509
2011042300,0.7610000000000002
2011042600,13.527999999999999
2011042900,9.495
2011043000,3.4159999999999995
2011050300,5.621
2011050600,7.495000000000001
2011050700,1.9949999999999997
2011051000,2.062
2011051300,2.462
2011051400,9.661999999999999
2011051700,3.588
2011052000,1.23
2011052100,11.639
2011052400,5.4030000000000005
2011052700,5.309000000000001
2011052800,1.29
2011053100,5.527
2011060300,2.5549999999999997
2011060400,0.14500000000000002
2011060700,5.974
2011061000,2.439
2011061100,4.365
2011061400,6.698999999999998
2011061700,0.3850000000000001
2011061800,2.612000000000001
2011062100,4.518
2011062400,3.622
2011062500,1.753
2011062800,3.9700000000000006
2011070100,0.2
2011070200,1.863
2011070500,0.01
2011070800,0.62
2011070900,6.204999999999999
2011071200,4.402
2011071500,0.5050000000000001
2011071600,4.8
2011071900,5.688000000000001
2011072200,1.9249999999999998
2011072300,3.837
2011072600,2.4010000000000002
2011072900,3.3040000000000003
2011073000,4.209
2011080200,3.3939999999999992
2011080500,0.6000000000000002
2011080600,1.3849999999999993
2011080900,6.863000000000001
2011081200,2.1950000000000003
2011081300,2.9120000000000004
2011081600,4.7780000000000005
2011081900,1.23
2011082000,6.199999999999999
2011082300,3.976999999999999
2011082600,0.495
2011082700,2.6940000000000004
2011083000,4.245
2011090200,4.3580000000000005
2011090300,5.416000000000002
2011090600,4.460999999999999
2011090900,1.626
2011091000,4.189
2011091300,11.502999999999998
2011091600,2.117
2011091700,9.59
2011092000,6.128
2011092300,4.3839999999999995
2011092400,7.275999999999999
2011092700,3.999000000000001
2011093000,5.609
2011100100,3.7830000000000004
2011100400,2.5520000000000005
2011100700,2.109
2011100800,1.5099999999999998
2011101100,1.6960000000000002
2011101400,7.72
2011101500,10.919
2011101800,6.588000000000001
2011102100,8.053
2011102200,11.602
2011102500,6.029
2011102800,1.085
2011102900,3.2889999999999997
2011110100,3.7529999999999992
2011110400,3.524000000000001
2011110500,12.515000000000002
2011110800,7.209
2011111100,5.818999999999999
2011111200,14.329
2011111500,9.770000000000001
2011111800,13.392
2011111900,1.9869999999999999
2011112200,8.290000000000001
2011112500,18.288000000000004
2011112600,5.143000000000001
2011112900,3.097
2011120200,3.2960000000000007
2011120300,5.312000000000001
2011120600,9.026
2011120900,8.261
2011121000,9.193999999999997
2011121300,12.604999999999999
2011121600,13.885000000000003
2011121700,17.628
2011122000,6.515
2011122300,4.281000000000001
2011122400,10.981000000000002
2011122700,11.126999999999999
2011123000,2.501
2011123100,16.802
2012010300,8.616999999999999
2012010600,12.702999999999998
2012010700,11.661
2012011000,10.785999999999998
2012011300,11.512000000000002
2012011400,14.279999999999998
2012011700,11.466
2012012000,5.953999999999997
2012012100,16.096
2012012400,12.611000000000004
2012012700,3.2840000000000003
2012012800,6.806
2012013100,4.377999999999999
2012020300,2.6570000000000005
2012020400,14.590000000000003
2012020700,9.1
2012021000,11.751000000000003
2012021100,15.830999999999996
2012021400,8.477
2012021700,13.485
2012021800,2.1539999999999995
2012022100,4.377999999999999
2012022400,8.611
2012022500,16.59
2012022800,7.787999999999999
2012030200,1.919
2012030300,2.2340000000000004
2012030600,8.331
2012030900,8.546999999999997
2012031000,11.045999999999998
2012031300,12.495000000000001
2012031600,2.5199999999999996
2012031700,1.2049999999999998
2012032000,3.6350000000000002
2012032300,10.123
2012032400,17.025000000000002
2012032700,5.264
2012033000,2.9459999999999997
2012033100,3.517
2012040300,2.935
2012040600,6.797999999999999
2012040700,19.546
2012041000,6.639000000000001
2012041300,1.7930000000000004
2012041400,15.118999999999998
2012041700,10.992
2012042000,7.399000000000001
2012042100,18.474000000000004
2012042400,14.385999999999996
2012042700,13.459000000000003
2012042800,6.208000000000001
2012050100,3.483
2012050400,4.003
2012050500,5.239
2012050800,6.95
2012051100,6.882999999999999
2012051200,0.19500000000000003
2012051500,0.385
2012051800,0.7549999999999999
2012051900,6.779999999999999
2012052200,3.206
2012052500,12.568000000000001
2012052600,5.673
2012052900,5.851999999999998
2012060100,14.915
2012060200,3.0230000000000006
2012060500,3.317
2012060800,8.935
2012060900,6.948
2012061200,5.572
2012061500,4.9609999999999985
2012061600,1.408
2012061900,7.118999999999999
2012062200,3.301
2012062300,10.551
